id,food_id,serving_weight,measure
3022,268,14.5,serving
3023,269,33,serving
3024,269,29,"portion, dough spoon from roll"
3025,269,100,g
3026,269,28.35,oz
3027,269,28.35,ounce
3028,270,14,packet (0.5 oz)
3029,270,20,tbsp
3030,270,100,g
3031,270,320.0,cup
3032,270,28.3495,wt. oz
3033,270,6.67,tsp
3034,271,9.125,tablespoon
3035,271,9.13,tbsp
3036,271,100,g
3037,271,3.04,tsp
3038,271,28.35,oz
3039,271,146,cup
3040,271,1,peanut
3041,271,3.04,teaspoon
3042,272,118.5,cup
3043,272,113,"cup, sliced"
3044,272,124,"cup, chopped"
3045,272,100,g
3046,272,9.9,slice
3047,272,196,medium
3048,272,28.3495,wt. oz
3049,272,118,small
3050,272,118.5067,cup
3051,272,323,large
3052,273,136.0,large
3053,273,225,"cup, mashed"
3054,273,126,nlea serving
3055,273,100,g
3056,273,81,"extra small (less than 6"" long)"
3057,273,152,"extra large (9"" or longer)"
3058,273,187.5075,cup
3059,273,28.35,oz
3060,273,101,"small (6"" to 6-7/8"" long)"
3061,273,150,"cup, sliced"
3062,273,136,"large (8"" to 8-7/8"" long)"
3063,273,187.5,cup
3064,273,118,"medium (7"" to 7-7/8"" long)"
3065,273,101.0,small
3066,274,10.06,tbsp
3067,274,100,g
3068,274,5,cherry (nlea serving)
3069,274,28.3495,wt. oz
3070,274,28.35,ounce
3071,274,3.35,tsp
3072,274,161,cup
3073,274,10.065,tablespoon
3074,275,182,cup large chip
3075,275,42,cup
3076,275,174.33,cup
3077,275,3.5,tsp
3078,275,100,g
3079,275,173,cup mini chip
3080,275,28.35,oz (approx 60 pcs)
3081,275,10.5,tbsp
3082,275,28.3495,wt. oz
3083,275,174.32,cup
3084,275,168,cup chips (6 oz package)
3085,275,14.5,serving
3086,276,182,cup large chip
3087,276,42,cup
3088,276,174.33,cup
3089,276,3.5,tsp
3090,276,10.895,tablespoon
3091,276,100,g
3092,276,173,cup mini chip
3093,276,28.35,oz (approx 60 pcs)
3094,276,10.5,tbsp
3095,276,28.3495,wt. oz
3096,276,453.592,lb
3097,276,453.59,lb
3098,276,28.35,ounce
3099,276,168,cup chips (6 oz package)
3100,276,14.5,serving
3101,277,28.3533,ounce
3102,277,25.0,cup
3103,277,100,g
3104,277,25,"portion, amount to make 1/2 cup"
3105,277,28.3495,wt. oz
3106,277,99,package (3.5 oz)
3107,278,14.2,oz hershey
3108,278,1.0,g
3109,278,100,g
3110,278,28.35,oz
3111,278,28.35,ounce
3112,278,29,oz square baker
3113,278,132,"cup, grated"
3114,278,28.36,ounce
3115,279,132,cup
3116,279,528.0,quart
3117,279,8.25,tbsp
3118,279,66,scoop
3119,279,100,g
3120,279,2.75,tsp
3121,279,28.3495,wt. oz
3122,279,66,serving 1/2 cup
3123,280,8.0,square
3124,280,7,piece
3125,280,44,bar (1.55 oz)
3126,280,7,"bar, miniature"
3127,280,100,g
3128,280,28.3495,wt. oz
3129,280,453.6,lb
3130,280,168.0,cup
3131,280,168,cup chip
3132,280,28.35,ounce
3133,280,453.59,lb
3134,280,10.5,tablespoon
3135,280,7,coin
3136,281,1.56,tsp
3137,281,8,tbsp
3138,281,4,tbsp
3139,281,100,g
3140,281,28.3495,wt. oz
3141,281,28.35,ounce
3142,281,75,cup
3143,282,28.35,oz
3144,282,183.0,crust
3145,282,100,g
3146,283,52,unit (yield from 1 lb ready-to-cook chicken)
3147,283,140,"cup, chopped or diced"
3148,283,120.0,breast
3149,283,16.25,tbsp
3150,283,272,piece
3151,283,28.3337,ounce
3152,283,85,oz
3153,283,98,fillet
3154,283,2.92,tsp
3155,283,926,package
3156,283,5.42,tsp
3157,283,100,g
3158,283,86,"breast, bone and skin removed"
3159,283,28.3334,ounce
3160,283,28.3337,oz
3161,283,189,breast
3162,283,260,cup
3163,283,453.59,lb
3164,283,8.75,tbsp
3165,283,28.3333,ounce
3166,283,140,cup
3167,283,28.35,oz
3168,284,195.0,cup
3169,284,100,g
3170,284,28.35,oz
3171,284,4.06,tsp
3172,284,97.5,cup
3173,284,12.19,tbsp
3174,285,16.49,tbsp
3175,285,16.49,tablespoon
3176,285,100,g
3177,285,263.84,cup
3178,285,28.3495,wt. oz
3179,285,5.5,tsp
3180,285,5.495,teaspoon
3181,286,4.97,teaspoon
3182,286,14.9,tbsp
3183,286,14.925,tablespoon
3184,286,4.975,teaspoon
3185,286,100,g
3186,286,28.3495,wt. oz
3187,286,5,tsp
3188,286,1.0093,ml
3189,286,14.92,tablespoon
3190,286,238,cup
3191,287,160.0,cup
3192,287,100,g
3193,287,10,tbsp
3194,287,28.3495,wt. oz
3195,287,3.33,tsp
3196,287,28.35,ounce
3197,287,253,package (10 oz) yield
3198,287,80,cup
3199,288,85,oz
3200,288,226.665,cup
3201,288,226.6716,cup
3202,288,1.0,g
3203,288,21,crab
3204,288,100,g
3205,288,226.67,cup
3206,288,28.3333,ounce
3207,288,28.3338,ounce
3208,288,226.6667,cup
3209,288,453.6,lb
3210,288,453.59,lb
3211,288,226.66,cup
3212,289,2.04,teaspoon
3213,289,96,cup
3214,289,2.0533,teaspoon
3215,289,2.06,teaspoon
3216,289,100,g
3217,289,0.26,dash
3218,289,2,tsp
3219,289,2.048,teaspoon
3220,289,28.3495,wt. oz
3221,289,98.4,cup
3222,289,2.052,teaspoon
3223,289,6.3,tbsp
3224,289,0.13,pinch
3225,289,6.15,tablespoon
3226,289,2.0833,teaspoon
3227,289,2.05,teaspoon
3228,290,0.35,pinch
3229,290,16.74,tbsp
3230,290,5.6,teaspoon
3231,290,5.59,teaspoon
3232,290,1,gram
3233,290,267.84,cup
3234,290,268.32,cup
3235,290,1.4,tsp
3236,290,5.58,teaspoon
3237,290,16.77,tablespoon
3238,290,28.3495,wt. oz
3239,290,5.5833,teaspoon
3240,290,5.58,tsp
3241,290,0.7,dash
3242,291,28.25,cup
3243,291,7.06,tbsp
3244,291,453.5867,lb
3245,291,100,g
3246,291,28.35,oz
3247,291,453.6,lb
3248,291,7.065,tablespoon
3249,291,28.35,ounce
3250,291,453.59,lb
3251,291,113.0,cup
3252,291,2.35,tsp
3253,292,249.12,cup
3254,292,100,g
3255,292,15.57,tbsp
3256,292,15.57,tablespoon
3257,292,28.3495,wt. oz
3258,292,5.19,tsp
3259,293,213.0,medium
3260,293,138.0,small
3261,293,213,"potato medium (2-1/4"" to 3-1/4"" dia)"
3262,293,173.0,medium
3263,293,453.5933,lb
3264,293,1000.0,kg
3265,293,299,potato large
3266,293,369,"potato large (3"" to 4-1/4"" dia)"
3267,293,60,new potato
3268,293,100,g
3269,293,75,"cup, diced"
3270,293,148,nlea serving
3271,293,28.3495,wt. oz
3272,293,25,baby potato
3273,293,7.63,tbsp
3274,293,210,"cup, mashed"
3275,293,138,potato small
3276,293,31,baby potato
3277,293,453.5925,lb
3278,293,150.0,cup
3279,293,170.0,small
3280,293,453.59,lb
3281,293,170,"potato small (1-3/4"" to 2-1/2"" dia)"
3282,293,122,cup
3283,293,213.0,potato medium
3284,293,2.54,tsp
3285,293,369.0,large
3286,293,173,potato medium
3287,294,100,g
3288,294,11,shrimp
3289,294,1.69,teaspoon
3290,294,1.69,tsp
3291,294,60,oz
3292,294,81,cup
3293,294,5.06,tbsp
3294,294,5.06,tablespoon
3295,295,18.0,tablespoon
3296,295,6,tsp
3297,295,100,g
3298,295,288,cup
3299,295,28.3495,wt. oz
3300,295,28.35,ounce
3301,295,18,tbsp
3302,296,45,pepper
3303,296,3.12,teaspoon
3304,296,100,g
3305,296,75,"cup, chopped or diced"
3306,296,28.3495,wt. oz
3307,297,41,"large (3"" diameter)"
3308,297,27.41,"medium (2"" diameter)"
3309,297,100,g
3310,297,41.0,large
3311,297,28.3495,wt. oz
3312,297,14,"small (1"" diameter)"
3313,298,14,packet (0.5 oz)
3314,298,20,tbsp
3315,298,100,g
3316,298,320,cup
3317,298,28.3495,wt. oz
3318,298,28.35,ounce
3319,298,6.67,tsp
3320,299,166,nlea serving
3321,299,140,"cup, slice"
3322,299,178,medium
3323,299,148,small
3324,299,150.5,cup
3325,299,100,g
3326,299,453.5917,lb
3327,299,161,"cup, cube"
3328,299,28.35,oz
3329,299,230,large
3330,300,31.0,ounce
3331,300,15.5,tablespoon
3332,300,31,fl oz
3333,300,5.17,tsp
3334,300,100,g
3335,300,5.17,teaspoon
3336,300,992.0,quart
3337,300,248.0,cup
3338,300,15.5,tbsp
3339,301,1.3,stick
3340,301,28.3495,wt. oz
3341,301,100,g
3342,302,0.18,clove
3343,302,226.8,cup
3344,302,4.725,teaspoon
3345,302,100,g
3346,302,28.3495,wt. oz
3347,302,4.73,teaspoon
3348,302,0.176,clove
3349,302,14.18,tablespoon
3350,303,85,oz
3351,303,114,oz
3352,303,100,g
3353,303,63,chop
3354,303,28.5,oz
3355,304,14.175,tablespoon
3356,304,4.725,teaspoon
3357,304,100,g
3358,304,28.3495,wt. oz
3359,304,2,mint
3360,304,226.8333,cup
3361,305,122.5,cup
3362,305,244,"cup, melted"
3363,305,7.6567,tablespoon
3364,305,122.52,cup
3365,305,7.66,tablespoon
3366,305,100,g
3367,305,122.5067,cup
3368,305,28.35,oz
3369,305,453.6,lb
3370,305,28,slice (1 oz)
3371,305,28.35,ounce
3372,305,132,"cup, diced"
3373,305,113,"cup, shredded"
3374,305,28,piece
3375,305,17,cubic inch
3376,305,122.504,cup
3377,306,96,cup
3378,306,100,g
3379,306,2,tsp
3380,306,28.3495,wt. oz
3381,306,6,tbsp
3382,306,2.0,teaspoon
3383,307,14.9,tbsp
3384,307,100,g
3385,307,28.3495,wt. oz
3386,307,5,tsp
3387,307,238.0,cup
3388,308,6,tbsp chopped
3389,308,2.04,teaspoon
3390,308,6.124,tablespoon
3391,308,6.1267,tablespoon
3392,308,100,g
3393,308,6.125,tablespoon
3394,308,28.3495,wt. oz
3395,308,15.0,"medium (4-1/8"" long)"
3396,308,25,large
3397,308,28.35,ounce
3398,308,100,"cup, chopped"
3399,308,2.0433,teaspoon
3400,308,100.0,cup
3401,308,5,"small (3"" long)"
3402,309,67,cup
3403,309,1.5,teaspoon
3404,309,4.8,tbsp
3405,309,100,g
3406,309,1.4,tsp
3407,309,28.3495,wt. oz
3408,309,76,stalk
3409,310,28.3495,wt. oz
3410,310,100,g
3411,310,30.25,"lime, juiced (2 tbsp)"
3412,311,136.0,large
3413,311,187.5038,cup
3414,311,225,"cup, mashed"
3415,311,126,nlea serving
3416,311,100,g
3417,311,81,"extra small (less than 6"" long)"
3418,311,152,"extra large (9"" or longer)"
3419,311,28.35,oz
3420,311,101,"small (6"" to 6-7/8"" long)"
3421,311,150,"cup, sliced"
3422,311,136,"large (8"" to 8-7/8"" long)"
3423,311,118.0,medium
3424,311,187.5,cup
3425,311,118.0,"medium (7"" to 7-7/8"" long)"
3426,311,101.0,small
3427,312,28,leaf outer
3428,312,94,cups shredded
3429,312,85,nlea serving
3430,312,100,g
3431,312,47,cup shredded
3432,312,28.3495,wt. oz
3433,312,6,leaf inner
3434,312,47.0,cups shredded
3435,312,85,leave
3436,312,626,head
3437,313,28.0,cup
3438,313,85,nlea serving
3439,313,28.0,cup shredded
3440,313,100,g
3441,313,2.6,leaf inner
3442,313,28.3495,wt. oz
3443,313,17,leaf outer
3444,313,309,head
3445,314,1.88,tsp
3446,314,53.0,head
3447,314,5.63,tbsp
3448,314,100,g
3449,314,28.3495,wt. oz
3450,314,45,cup
3451,315,114,oz
3452,315,453.6,lb
3453,315,100,g
3454,316,20,sprig
3455,316,0.33,tsp
3456,316,1,tbsp
3457,316,100,g
3458,316,1.0,tablespoon
3459,316,28.3495,wt. oz
3460,316,0.85,sprig
3461,316,32,bunch
3462,316,4,cup
3463,316,16.0,cup
3464,317,4.58,tsp
3465,317,100,g
3466,317,928,carton 32 oz
3467,317,220.0,cup
3468,317,13.75,tbsp
3469,317,28.3495,wt. oz
3470,317,28.35,ounce
3471,318,44,"cup, chopped or diced"
3472,318,31,"spear (about 5"" long)"
3473,318,91,cup chopped
3474,318,89.5,cup
3475,318,100,g
3476,318,148,nlea serving
3477,318,151,stalk
3478,318,28.3495,wt. oz
3479,318,608,bunch
3480,318,608,head
3481,318,28.35,ounce
3482,318,10,floret
3483,319,453.5867,lb
3484,319,5.17,tsp
3485,319,91,block
3486,319,100,g
3487,319,28.3495,wt. oz
3488,319,453.6,lb
3489,319,453.59,lb
3490,319,28.35,ounce
3491,319,248,cup
3492,319,15.5,tbsp
3493,320,840,"head large (6-7"" dia.)"
3494,320,840.0,large
3495,320,588,"head medium (5-6"" dia.)"
3496,320,453.5867,lb
3497,320,265,"head small (4"" dia.)"
3498,320,100,g
3499,320,265.0,small
3500,320,13,floweret
3501,320,28.3495,wt. oz
3502,320,453.59,lb
3503,320,107.0,cup
3504,320,588.0,medium
3505,320,107,"cup chopped (1/2"" pieces)"
3506,320,564.33,head
3507,321,113.0,c
3508,321,28.25,cup
3509,321,7.06,tbsp
3510,321,100,g
3511,321,7.06,tablespoon
3512,321,28.35,oz
3513,321,453.6,lb
3514,321,7.065,tablespoon
3515,321,28.35,ounce
3516,321,113.0,cup
3517,321,2.35,tsp
3518,322,230,"cup sections, with juice"
3519,322,246.0,"fruit (3-3/4"" dia)"
3520,322,100,g
3521,322,28.35,oz
3522,322,123,"fruit (3-3/4"" dia)"
3523,322,154,nlea serving
3524,323,17,slice
3525,323,17,section
3526,323,184,large
3527,323,165.0,cup
3528,323,100,g
3529,323,96,small
3530,323,28.35,oz
3531,323,165,"cup sections, without membrane"
3532,323,28.35,ounce
3533,323,140.0,"fruit (2-7/8"" dia)"
3534,323,154,nlea serving
3535,323,28.36,ounce
3536,324,84,"slice (3-1/2"" dia x 3/4"" thick)"
3537,324,165.0,cup
3538,324,100,g
3539,324,82.5,"cup, chunk"
3540,324,166,"slice (4-2/3"" dia x 3/4"" thick)"
3541,324,28.35,oz
3542,324,102.0,slice
3543,324,165,"cup, chunk"
3544,324,56,"slice, thin (3-1/2"" dia x 1/2"" thick)"
3545,324,905,fruit
3546,325,28.3333,oz
3547,325,85,oz
3548,325,135,cup (not packed)
3549,325,100,g
3550,325,118,"cup, flaked and piece"
3551,325,28.35,oz
3552,325,48,"crab, shell removed"
3553,326,96,cup
3554,326,2.08,teaspoon
3555,326,100,g
3556,326,2,tsp
3557,326,28.3495,wt. oz
3558,326,6.5,tbsp
3559,326,6.25,tablespoon
3560,327,74,small
3561,327,164.0,large
3562,327,149,"cup, chopped"
3563,327,0.34,dash
3564,327,92,"cup, sliced"
3565,327,2.7,teaspoon
3566,327,100,g
3567,327,9.32,tablespoon
3568,327,28.3495,wt. oz
3569,327,120.5,cup
3570,327,2.6667,teaspoon
3571,327,0.17,pinch
3572,327,148.8,cup
3573,327,119,"medium (approx 2-3/4"" long, 2-1/2 dia.)"
3574,327,164,"large (2-1/4 per pound, approx 3-3/4"" long, 3"" dia.)"
3575,327,119.0,medium
3576,327,3.1,tsp
3577,327,9.3,tablespoon
3578,327,2.71,teaspoon
3579,327,120.52,cup
3580,327,2.72,teaspoon
3581,327,10,"ring (3"" dia., 1/4"" thick)"
3582,328,4.8,"tbsp, ground"
3583,328,100,g
3584,328,1.8,"tbsp, leave"
3585,328,28.3495,wt. oz
3586,328,1.1,teaspoon
3587,328,1.08,teaspoon
3588,328,3.3,tablespoon
3589,328,0.6,"tsp, leave"
3590,328,1.6,"tsp, ground"
3591,329,245,sheet
3592,329,1.0,g
3593,329,40,shell
3594,329,100,g
3595,329,28.35,oz
3596,329,28.35,ounce
3597,330,56,bag
3598,330,1.0,g
3599,330,227,bag (8 oz)
3600,330,1.27,chip
3601,330,56,"cup, crushed"
3602,330,100,g
3603,330,28.35,oz
3604,330,56.0,cup
3605,330,28,oz
3606,330,28,chip
3607,331,238,"cup, fluid (yields 2 cups whipped)"
3608,331,240,cup
3609,331,100,g
3610,331,120,"cup, whipped"
3611,331,5,tsp
3612,331,15,tbsp
3613,331,29.8,fl oz
3614,331,238.0,cup
3615,332,28.35,oz
3616,332,100,g
3617,332,1.0,g
3618,332,226.8,cup
3619,333,96,cup
3620,333,100,g
3621,333,2,tsp
3622,333,28.3495,wt. oz
3623,333,6.0,tbsp
3624,333,6.0,tablespoon
3625,333,2.0,teaspoon
3626,334,100,g
3627,334,7.5,tbsp
3628,334,2.5,tsp
3629,334,28.3495,wt. oz
3630,334,120.0,cup
3631,335,22,cup
3632,335,6.1267,tablespoon
3633,335,100,g
3634,335,108,cup
3635,335,2.25,tsp
3636,335,98.0,cup
3637,335,28.3495,wt. oz
3638,335,6.75,tbsp
3639,335,2.0412,teaspoon
3640,335,88.0,cup
3641,335,6.125,tablespoon
3642,336,431,squash (4 inch dia)
3643,336,140.0,"cup, cube"
3644,336,100,g
3645,336,28.3495,wt. oz
3646,337,78.68,cup
3647,337,18,medium
3648,337,10,small
3649,337,70,"cup, pieces or slice"
3650,337,78.67,cup
3651,337,78.66,cup
3652,337,23,large
3653,337,100,g
3654,337,6,slice
3655,337,28.3495,wt. oz
3656,337,453.59,lb
3657,337,453.6,lb
3658,337,28.35,ounce
3659,337,35,cup piece
3660,337,96,"cup, whole"
3661,338,1,leave
3662,338,42.4,cup
3663,338,100,g
3664,338,2.65,tbsp
3665,338,28.3495,wt. oz
3666,338,2.65,tablespoon
3667,338,0.5,leaf
3668,338,0.88,tsp
3669,339,122.52,cup
3670,339,100,g
3671,339,18,cubic inch
3672,339,28.35,oz
3673,339,453.6,lb
3674,339,28,slice (1 oz)
3675,339,28.35,ounce
3676,339,132,"cup, diced"
3677,339,113,"cup, shredded"
3678,339,170,package (6 oz)
3679,340,183,cup
3680,340,100,g
3681,340,3.81,tsp
3682,340,11.44,tbsp
3683,340,28.3495,wt. oz
3684,340,453.59,lb
3685,340,28.35,ounce
3686,341,6,tsp
3687,341,259.4848,cup
3688,341,100,g
3689,341,36,tbsp
3690,341,259,cup
3691,341,130,cup
3692,341,259.5,cup
3693,341,28.3495,wt. oz
3694,341,28.35,ounce
3695,341,16.815,tablespoon
3696,341,18.0,tbsp
3697,342,28.25,cup
3698,342,7.06,tbsp
3699,342,100,g
3700,342,28.3495,wt. oz
3701,342,7.065,tablespoon
3702,342,453.59,lb
3703,342,28.35,ounce
3704,342,113,cup
3705,342,2.35,tsp
3706,343,220,package (10 oz) yield
3707,343,3.96,tsp
3708,343,100,g
3709,343,95,cup
3710,343,11.88,tbsp
3711,343,28.3495,wt. oz
3712,343,28.35,ounce
3713,343,220.0,package
3714,344,42,jumbo
3715,344,33.0,large
3716,344,5.09,teaspoon
3717,344,46,tbsp
3718,344,100,g
3719,344,243,cup
3720,344,5.06,tsp
3721,344,25,small
3722,344,29,medium
3723,344,28.3495,wt. oz
3724,344,37,extra large
3725,344,15.26,tablespoon
3726,345,5,tbsp
3727,345,100,g
3728,345,28.35,oz
3729,345,5.63,tablespoon
3730,345,2.08,tsp
3731,345,100,cup
3732,346,28.35,oz
3733,346,453.5933,lb
3734,346,100,g
3735,346,19,sheet dough
3736,347,30.6,ounce
3737,347,100,g
3738,347,980,quart
3739,347,1.0351,ml
3740,347,30.6,fl oz
3741,347,15.305,tablespoon
3742,347,5.1,tsp
3743,347,15.31,tbsp
3744,347,15.3067,tablespoon
3745,347,245,cup
3746,348,100,g
3747,348,165,cup piece
3748,348,28.35,oz
3749,348,453.59,lb
3750,348,165.0,cup
3751,348,336.0,fruit without refuse
3752,349,100,g
3753,349,7.5,tbsp
3754,349,7.5,tablespoon
3755,349,2.5,tsp
3756,349,28.3495,wt. oz
3757,349,28.35,ounce
3758,349,120,cup
3759,350,38,"slice, large (1/4"" thick)"
3760,350,110,"medium (2-1/2"" dia)"
3761,350,137.52,cup
3762,350,3.02,teaspoon
3763,350,137.5,cup
3764,350,100,g
3765,350,60,ring
3766,350,115,"cup, sliced"
3767,350,14,"slice, medium (1/8"" thick)"
3768,350,70,small
3769,350,28.3495,wt. oz
3770,350,150,large
3771,350,9.06,tablespoon
3772,350,20.33,slice
3773,350,27.5,"medium (2-1/2"" dia)"
3774,350,9,"slice, thin"
3775,350,10,tbsp chopped
3776,350,160,"cup, chopped"
3777,351,20,sprig
3778,351,0.33,tsp
3779,351,1,tbsp
3780,351,100,g
3781,351,1.0,tablespoon
3782,351,28.3495,wt. oz
3783,351,0.85,sprig
3784,351,28.35,ounce
3785,351,0.33,teaspoon
3786,351,32,bunch
3787,351,4,cup
3788,352,148.8,cup
3789,352,119,"medium (approx 2-3/4"" long, 2-1/2 dia.)"
3790,352,74,small
3791,352,164,"large (2-1/4 per pound, approx 3-3/4"" long, 3"" dia.)"
3792,352,100,g
3793,352,149,"cup, chopped"
3794,352,3.1,tsp
3795,352,28.3495,wt. oz
3796,352,120.5,cup
3797,352,92,"cup, sliced"
3798,352,9.3,tablespoon
3799,352,10,"ring (3"" dia., 1/4"" thick)"
3800,353,45.0,pepper
3801,353,100,g
3802,353,75,"cup, chopped or diced"
3803,353,28.3495,wt. oz
3804,353,28.35,ounce
3805,354,38,"slice, large (1/4"" thick)"
3806,354,110,"medium (2-1/2"" dia)"
3807,354,3.02,teaspoon
3808,354,137.5,cup
3809,354,100,g
3810,354,60,ring
3811,354,115,"cup, sliced"
3812,354,14,"slice, medium (1/8"" thick)"
3813,354,70,small
3814,354,28.3495,wt. oz
3815,354,150,large
3816,354,453.592,lb
3817,354,27.5,"medium (2-1/2"" dia)"
3818,354,9.0633,tablespoon
3819,354,20.335,slice
3820,354,9,"slice, thin"
3821,354,10,tbsp chopped
3822,354,160,"cup, chopped"
3823,355,113.0,"cup, sliced"
3824,355,100,g
3825,355,9.9,slice
3826,355,196,medium
3827,355,28.3495,wt. oz
3828,355,118,small
3829,355,323,large
3830,356,28.3495,wt. oz
3831,356,100,g
3832,356,62.0,tomato
3833,357,4.5,teaspoon
3834,357,100,g
3835,357,28.3495,wt. oz
3836,357,28.35,ounce
3837,357,13.5,tablespoon
3838,357,216,cup
3839,357,4.5,tsp
3840,357,6.75,tablespoon
3841,358,28.3495,wt. oz
3842,358,100,g
3843,358,6.1,pepper
3844,358,105,"cup, chopped"
3845,359,20,sprig
3846,359,0.33,tsp
3847,359,1,tbsp
3848,359,100,g
3849,359,1.0,tablespoon
3850,359,0.335,teaspoon
3851,359,28.3495,wt. oz
3852,359,0.85,sprig
3853,359,0.33,teaspoon
3854,359,32,bunch
3855,359,4,cup
3856,359,16.0,cup
3857,360,11.4,tbsp
3858,360,1.5,tbsp
3859,360,100,g
3860,360,1.9,tsp
3861,360,24,cup
3862,360,28.3495,wt. oz
3863,360,2.9,tablespoon
3864,360,0.3,leave
3865,361,96,cup
3866,361,100,g
3867,361,2,tsp
3868,361,28.3495,wt. oz
3869,361,6,tbsp
3870,361,6.0,tablespoon
3871,361,2.0,teaspoon
3872,362,42,fl oz
3873,362,42,shot
3874,362,27.88,ounce
3875,362,223.36,cup
3876,362,13.96,tablespoon
3877,362,100,g
3878,362,4.63,tsp
3879,362,13.9,tbsp
3880,362,27.9,ounce
3881,362,27.8,fl oz
3882,362,893.44,quart
3883,362,0.9441,ml
3884,362,222.4,cup
3885,363,130,"cup, halve"
3886,363,100,g
3887,363,130.0,cup
3888,363,28.3495,wt. oz
3889,363,453.6,lb
3890,363,3.5,half
3891,363,28.35,ounce
3892,364,14,packet (0.5 oz)
3893,364,20,tbsp
3894,364,100,g
3895,364,320,cup
3896,364,20.0,tablespoon
3897,364,28.3495,wt. oz
3898,364,28.35,ounce
3899,364,6.67,tsp
3900,365,148.8,cup
3901,365,119,"medium (approx 2-3/4"" long, 2-1/2 dia.)"
3902,365,74,small
3903,365,164,"large (2-1/4 per pound, approx 3-3/4"" long, 3"" dia.)"
3904,365,164.0,large
3905,365,100,g
3906,365,149,"cup, chopped"
3907,365,3.1,tsp
3908,365,119.0,medium
3909,365,28.3495,wt. oz
3910,365,120.5,cup
3911,365,92,"cup, sliced"
3912,365,9.3,tablespoon
3913,365,10,"ring (3"" dia., 1/4"" thick)"
3914,366,1.01,teaspoon
3915,366,0.2,0.25 tsp
3916,366,1.0,teaspoon
3917,366,1.0133,teaspoon
3918,366,100,g
3919,366,1.02,teaspoon
3920,366,87.36,cup
3921,366,28.3495,wt. oz
3922,366,1.82,tsp
3923,366,3.03,tablespoon
3924,366,5.46,tbsp
3925,367,170,package (6 oz)
3926,367,122.5,cup
3927,367,100,g
3928,367,28.35,oz
3929,367,453.597,lb
3930,367,453.6,lb
3931,367,28,slice (1 oz)
3932,367,28.35,ounce
3933,367,453.59,lb
3934,367,132,"cup, diced"
3935,367,113,"cup, shredded"
3936,367,17,cubic inch
3937,368,85,oz
3938,368,926,package
3939,368,5.42,tsp
3940,368,100,g
3941,368,16.25,tbsp
3942,368,272,piece
3943,368,189.0,breast
3944,368,260,cup
3945,369,4.42,teaspoon
3946,369,212.0,cup
3947,369,1000.0,kg
3948,369,84.0,"fruit (2-3/8"" dia)"
3949,369,7.0,slice
3950,369,212,"cup, section"
3951,369,58,"fruit (2-1/8"" dia)"
3952,369,100,g
3953,369,58,nlea serving
3954,369,28.3495,wt. oz
3955,369,28.35,ounce
3956,369,13.25,tablespoon
3957,369,7,"wedge or slice (1/8 of one 2-1/8"" dia lemon)"
3958,370,134,"cup, diced"
3959,370,100,g
3960,370,134.0,cup
3961,370,28.3495,wt. oz
3962,370,55,oz (1 serving)
3963,370,28.35,oz (1 serving)
3964,371,100,g
3965,371,249,"cup, crushed, sliced, or chunk"
3966,371,249.0,cup
3967,371,28.3495,wt. oz
3968,371,35,"slice or ring, drained"
3969,371,47,"slice or ring (3"" dia) with liquid"
3970,371,28.35,ounce
3971,372,101.0,cup chopped
3972,372,4,"strip (4"" long)"
3973,372,110,nlea serving
3974,372,7.5,tbsp
3975,372,100,g
3976,372,2.5,tsp
3977,372,28.3495,wt. oz
3978,372,17,"stalk, small (5"" long)"
3979,372,40,rib
3980,372,120,cup
3981,372,64,"stalk, large (11""-12"" long)"
3982,372,40,"stalk, medium (7-1/2"" - 8"" long)"
3983,373,3.8,olive
3984,373,8.42,tablespoon
3985,373,4.4,large
3986,373,3.2,small
3987,373,100,g
3988,373,2.8,tsp
3989,373,28.3495,wt. oz
3990,373,28.35,ounce
3991,373,135.0,cup
3992,373,8.4,tbsp
3993,373,28.36,ounce
3994,374,15,tablespoon
3995,374,240.0,cup
3996,374,100,g
3997,374,28.3495,wt. oz
3998,374,5,tsp
3999,375,189,cup
4000,375,100,g
4001,375,28.3495,wt. oz
4002,375,28.35,ounce
4003,375,11.81,tbsp
4004,375,3.94,tsp
4005,376,28.3333,oz
4006,376,85,oz
4007,376,3812,bird
4008,376,8.44,tbsp
4009,376,28.35,slice
4010,376,100,g
4011,376,226.67,cup
4012,376,453.5917,lb
4013,376,113.4,"oz, cooked"
4014,376,453.592,lb
4015,376,453.59,lb
4016,376,5002,bird
4017,376,2.81,tsp
4018,376,453.5933,lb
4019,376,135.0,cup
4020,377,242,nlea serving
4021,377,453.5867,lb
4022,377,125,"cup, quartered or chopped"
4023,377,100,g
4024,377,28.35,oz
4025,377,182.0,"medium (3"" dia)"
4026,377,117.0,cup
4027,377,101,"extra small (2-1/2"" dia)"
4028,377,109,cup slice
4029,377,149,"small (2-3/4"" dia)"
4030,377,182.0,medium
4031,377,223.0,large
4032,377,223,"large (3-1/4"" dia)"
4033,378,9.44,tbsp
4034,378,126,nlea serving
4035,378,100,g
4036,378,49,grape
4037,378,302.0,pint
4038,378,3.15,tsp
4039,378,151.0,cup
4040,378,28.34,oz
4041,378,5,grape
4042,379,100,g
4043,379,249,"cup, crushed, sliced, or chunk"
4044,379,28.3495,wt. oz
4045,379,35,"slice or ring, drained"
4046,379,47,"slice or ring (3"" dia) with liquid"
4047,379,28.35,ounce
4048,380,1000.0,kg
4049,380,2.7,olive
